"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","ItemType","GramGender","Item","Sentence"
94,"female",20,777.49,"constance",3,7,4,"filler","","Constance","Constance a raté le bus."
7,"female",32,412.38,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
10,"female",24,724.59,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
11,"female",21,839.88,"augustin",3,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
12,"female",22,518.82,"augustin",4,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
14,"male",27,1493.74,"augustin",2,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
17,"female",25,840.05,"augustin",5,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
18,"female",21,1413.65,"augustin",2,1,3,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
19,"N/A",32,448.5,"augustin",3,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
20,"female",20,651.83,"augustin",4,4,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
22,"female",25,1095.14,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
24,"female",22,1167.49,"augustin",3,1,3,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
25,"male",24,677.83,"augustin",5,1,3,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
26,"female",28,520.58,"augustin",3,1,6,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
27,"female",31,981.42,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
31,"male",31,1266.73,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
32,"female",21,701.66,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
33,"female",31,855.51,"augustin",2,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
34,"female",20,502.56,"augustin",4,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
35,"female",31,792.85,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
37,"female",25,631.36,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
38,"female",29,496.41,"augustin",4,7,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
39,"female",25,654.53,"augustin",3,1,6,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
40,"female",20,810.88,"augustin",2,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
41,"female",33,735.17,"augustin",3,2,3,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
43,"male",24,852.1,"augustin",3,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
47,"female",20,575.59,"augustin",3,1,6,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
48,"male",52,598.34,"augustin",3,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
49,"female",28,714.02,"augustin",3,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
53,"female",20,434.3,"augustin",3,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
55,"male",31,587.57,"augustin",3,1,3,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
56,"female",21,648.32,"augustin",1,1,3,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
57,"male",29,891.36,"augustin",2,1,3,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
58,"male",19,481.45,"augustin",3,5,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
59,"female",32,1233.38,"augustin",3,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
60,"female",22,491.28,"augustin",4,1,6,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
62,"female",20,1199.42,"augustin",2,1,3,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
63,"female",25,830.89,"augustin",1,1,6,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
64,"female",63,742.23,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
66,"female",22,654.75,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
67,"female",43,1016.14,"augustin",4,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
68,"female",50,817.01,"augustin",4,4,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
69,"female",19,447.26,"augustin",3,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
72,"female",19,674.88,"augustin",3,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
73,"male",56,905.11,"augustin",3,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
74,"female",19,781.13,"augustin",3,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
75,"male",48,710.52,"augustin",5,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
76,"female",31,311.7,"augustin",4,4,3,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
77,"male",26,1415.85,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
78,"female",25,842.81,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
79,"female",60,1166.06,"augustin",4,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
81,"female",34,609.99,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
83,"female",66,874.4,"augustin",4,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
85,"female",30,638.15,"augustin",2,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
87,"female",25,996.21,"augustin",2,1,6,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
88,"female",35,817.9,"augustin",4,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
89,"male",28,660.86,"augustin",3,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
90,"female",29,483.07,"augustin",1,1,3,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
91,"female",60,709.91,"augustin",6,1,5,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
93,"female",19,1052.62,"augustin",2,1,4,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
94,"female",20,777.49,"augustin",4,1,2,"filler","","Augustin","Augustin a oublié ses clefs sur le bureau à la maison."
7,"female",32,412.38,"raymond",7,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
10,"female",24,724.59,"raymond",4,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
11,"female",21,839.88,"raymond",6,1,6,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
12,"female",22,518.82,"raymond",6,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
14,"male",27,1493.74,"raymond",6,1,3,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
17,"female",25,840.05,"raymond",5,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
18,"female",21,1413.65,"raymond",5,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
19,"N/A",32,448.5,"raymond",7,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
20,"female",20,651.83,"raymond",4,5,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
22,"female",25,1095.14,"raymond",6,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
24,"female",22,1167.49,"raymond",6,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
25,"male",24,677.83,"raymond",5,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
26,"female",28,520.58,"raymond",6,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
27,"female",31,981.42,"raymond",7,1,3,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
31,"male",31,1266.73,"raymond",4,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
32,"female",21,701.66,"raymond",3,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
33,"female",31,855.51,"raymond",7,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
34,"female",20,502.56,"raymond",6,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
35,"female",31,792.85,"raymond",6,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
37,"female",25,631.36,"raymond",5,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
38,"female",29,496.41,"raymond",7,7,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
39,"female",25,654.53,"raymond",6,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
40,"female",20,810.88,"raymond",7,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
41,"female",33,735.17,"raymond",7,7,6,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
43,"male",24,852.1,"raymond",6,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
47,"female",20,575.59,"raymond",7,1,7,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
48,"male",52,598.34,"raymond",5,2,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
49,"female",28,714.02,"raymond",7,1,3,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
53,"female",20,434.3,"raymond",6,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
55,"male",31,587.57,"raymond",6,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
56,"female",21,648.32,"raymond",7,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
57,"male",29,891.36,"raymond",7,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
58,"male",19,481.45,"raymond",4,4,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
59,"female",32,1233.38,"raymond",5,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
60,"female",22,491.28,"raymond",7,1,6,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
62,"female",20,1199.42,"raymond",5,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
63,"female",25,830.89,"raymond",7,1,7,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
64,"female",63,742.23,"raymond",6,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
66,"female",22,654.75,"raymond",7,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
67,"female",43,1016.14,"raymond",7,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
68,"female",50,817.01,"raymond",4,4,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
69,"female",19,447.26,"raymond",7,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
72,"female",19,674.88,"raymond",7,1,7,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
73,"male",56,905.11,"raymond",5,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
74,"female",19,781.13,"raymond",5,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
75,"male",48,710.52,"raymond",7,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
76,"female",31,311.7,"raymond",4,3,3,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
77,"male",26,1415.85,"raymond",5,1,3,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
78,"female",25,842.81,"raymond",6,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
79,"female",60,1166.06,"raymond",5,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
81,"female",34,609.99,"raymond",6,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
83,"female",66,874.4,"raymond",7,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
85,"female",30,638.15,"raymond",6,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
87,"female",25,996.21,"raymond",7,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
88,"female",35,817.9,"raymond",5,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
89,"male",28,660.86,"raymond",6,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
90,"female",29,483.07,"raymond",6,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
91,"female",60,709.91,"raymond",6,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
93,"female",19,1052.62,"raymond",6,1,5,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
94,"female",20,777.49,"raymond",4,1,4,"filler","","Raymond","Raymond passera à la banque pour retirer de l’argent."
7,"female",32,412.38,"paulette",7,7,4,"filler","","Paulette","Paulette a fait ses courses ce matin."
10,"female",24,724.59,"paulette",6,7,4,"filler","","Paulette","Paulette a fait ses courses ce matin."
11,"female",21,839.88,"paulette",6,7,5,"filler","","Paulette","Paulette a fait ses courses ce matin."
12,"female",22,518.82,"paulette",5,7,5,"filler","","Paulette","Paulette a fait ses courses ce matin."
14,"male",27,1493.74,"paulette",7,7,3,"filler","","Paulette","Paulette a fait ses courses ce matin."
17,"female",25,840.05,"paulette",6,7,4,"filler","","Paulette","Paulette a fait ses courses ce matin."
18,"female",21,1413.65,"paulette",6,7,3,"filler","","Paulette","Paulette a fait ses courses ce matin."
19,"N/A",32,448.5,"paulette",7,7,4,"filler","","Paulette","Paulette a fait ses courses ce matin."
20,"female",20,651.83,"paulette",6,4,4,"filler","","Paulette","Paulette a fait ses courses ce matin."
22,"female",25,1095.14,"paulette",6,7,4,"filler","","Paulette","Paulette a fait ses courses ce matin."
24,"female",22,1167.49,"paulette",7,7,3,"filler","","Paulette","Paulette a fait ses courses ce matin."
25,"male",24,677.83,"paulette",6,7,5,"filler","","Paulette","Paulette a fait ses courses ce matin."
26,"female",28,520.58,"paulette",7,7,3,"filler","","Paulette","Paulette a fait ses courses ce matin."
27,"female",31,981.42,"paulette",7,7,3,"filler","","Paulette","Paulette a fait ses courses ce matin."
31,"male",31,1266.73,"paulette",4,7,4,"filler","","Paulette","Paulette a fait ses courses ce matin."
32,"female",21,701.66,"paulette",5,7,4,"filler","","Paulette","Paulette a fait ses courses ce matin."
33,"female",31,855.51,"paulette",7,7,4,"filler","","Paulette","Paulette a fait ses courses ce matin."
34,"female",20,502.56,"paulette",6,7,5,"filler","","Paulette","Paulette a fait ses courses ce matin."
